Date,GM_AC,F_AC,MRK_AC,PFE_AC,MSFT_AC,,,,,,
28-Oct-91,16.55,2.91,14.25,4.41,1.63,,,,,,
29-Oct-91,16.55,2.9,14.16,4.41,1.64,,,,,,
30-Oct-91,16.55,2.91,14.13,4.45,1.71,,,,,,
31-Oct-91,16.32,2.9,14.57,4.52,1.69,,,,,,
1-Nov-91,16.02,2.91,14.46,4.52,1.67,,,,,,
4-Nov-91,15.91,2.86,14.54,4.42,1.64,,,,,,
5-Nov-91,15.74,2.81,14.65,4.41,1.69,,,,,,
6-Nov-91,16.02,2.83,14.58,4.4,1.72,,,,,,
7-Nov-91,16.14,2.82,14.58,4.29,1.71,,,,,,
8-Nov-91,15.79,2.79,14.45,4.38,1.72,,,,,,
11-Nov-91,15.16,2.69,14.38,4.37,1.76,,,,,,
12-Nov-91,15.27,2.75,14.83,4.49,1.8,,,,,,
13-Nov-91,16.02,2.73,15.12,4.44,1.82,,,,,,
14-Nov-91,15.68,2.75,15.35,4.45,1.79,,,,,,
15-Nov-91,14.63,2.69,14.54,4.28,1.71,,,,,,
18-Nov-91,14.86,2.71,14.98,4.35,1.76,,,,,,
19-Nov-91,14.69,2.69,14.74,4.31,1.74,,,,,,
20-Nov-91,14.22,2.61,15.39,4.27,1.74,,,,,,
21-Nov-91,14.45,2.67,15.34,4.32,1.76,,,,,,
22-Nov-91,14.34,2.63,15.3,4.31,1.73,,,,,,
25-Nov-91,14.11,2.59,15.42,4.25,1.73,,,,,,
26-Nov-91,14.57,2.58,15.2,4.29,1.71,,,,,,
27-Nov-91,14.34,2.57,15.27,4.23,1.72,,,,,,
29-Nov-91,14.28,2.57,15.54,4.21,1.76,,,,,,
2-Dec-91,14.4,2.61,15.79,4.33,1.83,,,,,,
3-Dec-91,13.99,2.63,16.02,4.32,1.83,,,,,,
4-Dec-91,13.87,2.57,16.06,4.38,1.84,,,,,,
5-Dec-91,13.53,2.54,15.92,4.29,1.84,,,,,,
6-Dec-91,13.47,2.57,16.1,4.4,1.88,,,,,,
9-Dec-91,12.83,2.54,16.14,4.45,1.84,,,,,,
10-Dec-91,13.24,2.58,16.07,4.44,1.84,,,,,,
11-Dec-91,12.95,2.58,15.94,4.44,1.82,,,,,,
12-Dec-91,13.06,2.67,15.91,4.59,1.84,,,,,,
13-Dec-91,13.24,2.71,15.88,4.66,1.84,,,,,,
16-Dec-91,13.24,2.63,15.99,4.78,1.84,,,,,,
17-Dec-91,12.95,2.65,16.14,4.79,1.84,,,,,,
18-Dec-91,12.89,2.66,16.22,4.66,1.86,,,,,,
19-Dec-91,12.48,2.61,16.36,4.64,1.85,,,,,,
20-Dec-91,12.77,2.7,16.5,4.72,1.86,,,,,,
23-Dec-91,13.53,2.98,17.06,4.83,1.93,,,,,,
24-Dec-91,13.7,3.01,16.94,4.89,1.92,,,,,,
26-Dec-91,13.29,3.03,17.5,5.04,1.95,,,,,,
27-Dec-91,12.89,2.97,17.63,5.18,1.99,,,,,,
30-Dec-91,13.24,3.02,17.72,5.43,2,,,,,,
31-Dec-91,13.41,3.01,17.75,5.32,2.01,,,,,,
2-Jan-92,14.4,3.11,17.74,5.32,2.06,,,,,,
3-Jan-92,15.1,3.25,18,5.3,2.04,,,,,,
6-Jan-92,15.56,3.3,17.83,5.26,2.1,,,,,,
7-Jan-92,15.33,3.26,17.78,5.35,2.17,,,,,,
8-Jan-92,14.92,3.25,17.78,5.33,2.24,,,,,,
9-Jan-92,14.92,3.26,17.75,5.43,2.3,,,,,,
10-Jan-92,14.75,3.21,17.38,5.36,2.26,,,,,,
13-Jan-92,14.4,3.3,17.07,5.35,2.29,,,,,,
14-Jan-92,14.86,3.37,17.07,5.29,2.32,,,,,,
15-Jan-92,14.92,3.42,16.64,5.03,2.37,,,,,,
16-Jan-92,15.97,3.53,16.43,4.84,2.31,,,,,,
17-Jan-92,15.74,3.53,16.39,4.85,2.28,,,,,,
20-Jan-92,15.74,3.5,16.36,4.83,2.21,,,,,,
21-Jan-92,15.21,3.42,16.15,4.68,2.15,,,,,,
22-Jan-92,15.33,3.39,16.51,4.81,2.27,,,,,,
23-Jan-92,15.16,3.38,16.52,4.77,2.26,,,,,,
24-Jan-92,15.21,3.45,16.36,4.82,2.25,,,,,,
27-Jan-92,15.85,3.55,16.2,4.77,2.18,,,,,,
28-Jan-92,15.97,3.56,16.31,4.62,2.18,,,,,,
29-Jan-92,15.21,3.38,16.24,4.59,2.25,,,,,,
30-Jan-92,15.21,3.3,16.55,4.69,2.23,,,,,,
31-Jan-92,15.04,3.3,16.75,4.63,2.17,,,,,,
3-Feb-92,15.79,3.55,16.46,4.62,2.26,,,,,,
4-Feb-92,16.26,3.61,16.94,4.72,2.25,,,,,,
5-Feb-92,16.2,3.63,16.86,4.69,2.3,,,,,,
6-Feb-92,16.55,3.68,16.63,4.59,2.28,,,,,,
7-Feb-92,15.97,3.6,16.36,4.62,2.27,,,,,,
10-Feb-92,16.39,3.68,16.39,4.62,2.25,,,,,,
11-Feb-92,16.62,3.73,16.4,4.7,2.21,,,,,,
12-Feb-92,16.86,3.75,16.38,4.79,2.27,,,,,,
13-Feb-92,17.21,3.82,16.1,4.62,2.21,,,,,,
14-Feb-92,17.91,4.02,15.8,4.57,2.14,,,,,,
18-Feb-92,17.68,3.99,15.56,4.47,2.13,,,,,,
19-Feb-92,18.03,4.13,15.36,4.42,2.08,,,,,,
20-Feb-92,18.32,4.18,15.7,4.52,2.12,,,,,,
21-Feb-92,18.03,4.06,15.59,4.59,2.07,,,,,,
24-Feb-92,17.73,3.99,15.94,4.7,2.07,,,,,,
25-Feb-92,17.15,3.86,16.26,4.73,2.09,,,,,,
26-Feb-92,17.26,3.95,16.91,4.84,2.2,,,,,,
27-Feb-92,16.97,3.87,16.88,4.66,2.25,,,,,,
28-Feb-92,17.62,3.98,16.8,4.74,2.23,,,,,,
2-Mar-92,17.79,4.02,16.8,4.76,2.22,,,,,,
3-Mar-92,17.68,4.05,16.48,4.77,2.22,,,,,,
4-Mar-92,17.56,4.01,16.19,4.69,2.21,,,,,,
5-Mar-92,17.38,3.94,16.19,4.62,2.19,,,,,,
6-Mar-92,17.32,3.88,16.06,4.62,2.13,,,,,,
9-Mar-92,17.56,3.95,16.21,4.61,2.15,,,,,,
10-Mar-92,17.56,3.97,16.29,4.67,2.2,,,,,,
11-Mar-92,17.56,3.95,16.1,4.64,2.17,,,,,,
12-Mar-92,17.79,3.98,15.79,4.62,2.19,,,,,,
13-Mar-92,17.44,3.97,15.82,4.54,2.18,,,,,,
16-Mar-92,17.44,4.1,15.79,4.49,2.24,,,,,,
17-Mar-92,17.68,4.14,16.03,4.55,2.31,,,,,,
18-Mar-92,17.97,4.22,15.85,4.53,2.28,,,,,,
19-Mar-92,18.03,4.34,15.87,4.51,2.3,,,,,,
20-Mar-92,18.38,4.36,15.75,4.52,2.32,,,,,,
23-Mar-92,18.15,4.33,15.77,4.43,2.32,,,,,,
24-Mar-92,17.56,4.22,16.06,4.49,2.3,,,,,,
25-Mar-92,17.68,4.22,16.06,4.46,2.32,,,,,,
26-Mar-92,17.85,4.29,15.85,4.42,2.26,,,,,,
27-Mar-92,17.26,4.14,15.62,4.35,2.19,,,,,,
30-Mar-92,17.32,4.19,15.74,4.33,2.17,,,,,,
31-Mar-92,17.21,4.15,15.75,4.43,2.14,,,,,,
1-Apr-92,17.44,4.24,16.02,4.54,2.18,,,,,,
2-Apr-92,17.09,4.28,15.77,4.45,2.11,,,,,,
3-Apr-92,17.03,4.3,15.83,4.49,2.12,,,,,,
6-Apr-92,17.21,4.33,15.99,4.54,2.19,,,,,,
7-Apr-92,17.79,4.25,15.7,4.39,2.09,,,,,,
8-Apr-92,17.68,4.21,15.69,4.43,2.12,,,,,,
9-Apr-92,17.85,4.19,16.07,4.56,2.17,,,,,,
10-Apr-92,18.15,4.33,16.31,4.61,2.09,,,,,,
13-Apr-92,18.32,4.37,16.41,4.7,2.12,,,,,,
14-Apr-92,18.73,4.44,16.62,4.7,2.11,,,,,,
15-Apr-92,18.73,4.43,16.19,4.66,2.33,,,,,,
16-Apr-92,19.85,4.53,15.94,4.44,2.3,,,,,,
20-Apr-92,20.03,4.66,15.46,4.23,2.13,,,,,,
21-Apr-92,19.96,4.66,15.52,4.3,2.1,,,,,,
22-Apr-92,19.73,4.63,15.27,4.27,2.12,,,,,,
23-Apr-92,19.91,4.78,14.96,4.26,2.09,,,,,,
24-Apr-92,18.62,4.68,15.04,4.38,2.03,,,,,,
27-Apr-92,18.79,4.74,15.12,4.39,2.04,,,,,,
28-Apr-92,18.97,4.79,15.11,4.38,1.97,,,,,,
29-Apr-92,19.91,5,15.39,4.44,2.01,,,,,,
30-Apr-92,19.5,4.96,15.52,4.55,1.99,,,,,,
1-May-92,19.2,4.84,15.4,4.51,2.05,,,,,,
4-May-92,19.09,4.9,15.79,4.59,2.06,,,,,,
5-May-92,19.03,4.9,15.82,4.64,2.1,,,,,,
6-May-92,19.03,4.97,15.7,4.58,2.09,,,,,,
7-May-92,18.67,4.94,15.85,4.57,2.08,,,,,,
8-May-92,18.73,4.92,15.87,4.59,2.07,,,,,,
11-May-92,18.5,4.85,15.97,4.6,2.06,,,,,,
12-May-92,18.67,4.85,15.85,4.57,2.06,,,,,,
13-May-92,18.73,4.86,15.83,4.54,2.04,,,,,,
14-May-92,18.5,4.73,15.62,4.46,2,,,,,,
15-May-92,18.44,4.67,15.51,4.48,1.99,,,,,,
18-May-92,18.5,4.78,15.59,4.52,2.04,,,,,,
19-May-92,18.44,4.86,15.95,4.65,2.07,,,,,,
20-May-92,18.32,4.84,15.89,4.69,2.11,,,,,,
21-May-92,18.32,4.79,15.85,4.63,2.11,,,,,,
22-May-92,18.38,4.82,16.34,4.67,2.09,,,,,,
26-May-92,17.85,4.73,15.94,4.58,2.09,,,,,,
27-May-92,18.38,4.81,15.9,4.59,2.08,,,,,,
28-May-92,18.44,4.84,16.38,4.79,2.15,,,,,,
29-May-92,18.73,4.85,16.18,4.78,2.18,,,,,,
1-Jun-92,19.69,5.07,16.5,4.78,2.24,,,,,,
2-Jun-92,19.22,5.04,16.01,4.58,2.22,,,,,,
3-Jun-92,19.81,5.11,16.01,4.59,2.22,,,,,,
4-Jun-92,20.7,5.26,16.09,4.56,2.21,,,,,,
5-Jun-92,20.88,5.24,15.93,4.64,2.18,,,,,,
8-Jun-92,20.82,5.2,15.85,4.56,2.13,,,,,,
9-Jun-92,20.58,5.14,15.73,4.46,2.08,,,,,,
10-Jun-92,20.7,5.16,15.49,4.39,2.03,,,,,,
11-Jun-92,20.4,5.08,15.89,4.41,1.95,,,,,,
12-Jun-92,20.47,5.14,15.89,4.38,2.03,,,,,,
15-Jun-92,20.76,5.11,15.81,4.38,2.05,,,,,,
16-Jun-92,20.88,5.2,15.73,4.4,1.97,,,,,,
17-Jun-92,19.75,4.97,15.24,4.33,1.96,,,,,,
18-Jun-92,20.29,4.97,15.41,4.38,1.96,,,,,,
19-Jun-92,20.82,5.03,15.57,4.45,1.99,,,,,,
22-Jun-92,20.52,5,16.29,4.62,2.01,,,,,,
23-Jun-92,20.64,5.01,15.97,4.62,1.99,,,,,,
24-Jun-92,20.76,5.05,15.53,4.51,1.96,,,,,,
25-Jun-92,20.4,4.97,15.45,4.58,1.9,,,,,,
26-Jun-92,20.23,4.89,15.33,4.61,1.81,,,,,,
29-Jun-92,20.76,5,15.77,4.75,1.96,,,,,,
30-Jun-92,20.88,5.01,15.73,4.67,1.9,,,,,,
1-Jul-92,20.4,4.96,16.01,4.82,1.95,,,,,,
2-Jul-92,19.52,4.71,15.97,4.82,1.89,,,,,,
6-Jul-92,19.34,4.6,16.45,4.9,1.88,,,,,,
7-Jul-92,19.34,4.66,16.21,4.86,1.84,,,,,,
8-Jul-92,19.16,4.7,16.42,4.9,1.86,,,,,,
9-Jul-92,19.57,4.85,16.42,4.95,1.87,,,,,,
10-Jul-92,19.46,4.9,16.25,4.95,1.88,,,,,,
13-Jul-92,19.81,5,16.25,4.94,1.9,,,,,,
14-Jul-92,19.99,5,16.13,4.95,1.93,,,,,,
15-Jul-92,19.81,5.01,16.09,4.92,1.94,,,,,,
16-Jul-92,19.64,4.99,16.17,4.92,1.96,,,,,,
17-Jul-92,19.34,4.88,16.13,4.91,1.9,,,,,,
20-Jul-92,19.1,4.94,15.93,4.84,1.88,,,,,,
21-Jul-92,18.92,4.81,15.85,4.85,1.94,,,,,,
22-Jul-92,18.45,4.67,15.93,4.83,1.9,,,,,,
23-Jul-92,18.51,4.81,15.85,4.77,1.92,,,,,,
24-Jul-92,18.62,4.81,15.89,4.82,1.97,,,,,,
27-Jul-92,18.92,4.85,16.42,4.9,1.98,,,,,,
28-Jul-92,19.64,5.04,16.45,4.95,2,,,,,,
29-Jul-92,19.75,4.88,16.54,5.02,2,,,,,,
30-Jul-92,19.69,5.02,16.74,4.98,1.98,,,,,,
31-Jul-92,19.75,5.04,16.74,5.02,1.97,,,,,,
3-Aug-92,19.46,5.04,17.06,5.1,2,,,,,,
4-Aug-92,19.1,4.87,17.14,5.19,2,,,,,,
5-Aug-92,18.57,4.77,16.98,5.21,1.95,,,,,,
6-Aug-92,17.68,4.52,16.78,5.2,1.94,,,,,,
7-Aug-92,17.56,4.48,16.82,5.17,1.92,,,,,,
10-Aug-92,17.97,4.52,16.78,5.11,1.92,,,,,,
11-Aug-92,18.03,4.54,16.78,5.18,1.93,,,,,,
12-Aug-92,17.62,4.49,16.58,5.19,1.92,,,,,,
13-Aug-92,17.32,4.52,16.78,5.15,1.92,,,,,,
14-Aug-92,17.69,4.58,17.06,5.15,1.92,,,,,,
17-Aug-92,17.87,4.6,16.78,5.21,1.88,,,,,,
18-Aug-92,17.87,4.6,16.82,5.26,1.88,,,,,,
19-Aug-92,17.45,4.58,16.66,5.26,1.88,,,,,,
20-Aug-92,17.09,4.55,16.7,5.34,1.91,,,,,,
21-Aug-92,16.97,4.47,16.37,5.28,1.89,,,,,,
24-Aug-92,16.31,4.27,16.25,5.15,1.87,,,,,,
25-Aug-92,16.19,4.43,16.45,5.18,1.91,,,,,,
26-Aug-92,16.37,4.47,16.42,5.17,1.94,,,,,,
27-Aug-92,16.19,4.45,16.09,5.13,1.99,,,,,,
28-Aug-92,16.07,4.38,15.93,5.02,2.01,,,,,,
31-Aug-92,16.61,4.49,15.77,4.97,2.02,,,,,,
1-Sep-92,16.49,4.44,15.65,5.06,2.02,,,,,,
2-Sep-92,16.49,4.48,15.57,5.1,2.04,,,,,,
3-Sep-92,16.67,4.54,15.65,5.12,2.07,,,,,,
4-Sep-92,16.85,4.52,15.89,5.17,2.06,,,,,,
8-Sep-92,16.31,4.4,15.65,5.09,2.08,,,,,,
9-Sep-92,16.31,4.51,15.61,5.09,2.12,,,,,,
10-Sep-92,16.31,4.56,15.53,5.02,2.14,,,,,,
11-Sep-92,16.13,4.44,15.57,5.04,2.13,,,,,,
14-Sep-92,16.73,4.73,15.77,5.14,2.21,,,,,,
15-Sep-92,16.25,4.62,15.4,5.12,2.2,,,,,,
16-Sep-92,15.95,4.56,15.24,5.15,2.18,,,,,,
17-Sep-92,16.02,4.58,15.24,5.13,2.2,,,,,,
18-Sep-92,16.37,4.65,15.36,5.16,2.16,,,,,,
21-Sep-92,16.43,4.7,15.08,5.2,2.14,,,,,,
22-Sep-92,15.83,4.44,15.12,5.15,2.11,,,,,,
23-Sep-92,15.42,4.47,15.16,5.08,2.14,,,,,,
24-Sep-92,15.9,4.45,14.8,5.06,2.17,,,,,,
25-Sep-92,15.35,4.27,14.19,4.79,2.13,,,,,,
28-Sep-92,15.35,4.23,14.03,4.76,2.09,,,,,,
29-Sep-92,15.35,4.29,14.27,4.79,2.13,,,,,,
30-Sep-92,15.42,4.36,14.43,4.81,2.18,,,,,,
1-Oct-92,15.17,4.22,14.31,4.79,2.16,,,,,,
2-Oct-92,14.81,4.15,13.94,4.72,2.13,,,,,,
5-Oct-92,14.93,4.18,13.91,4.78,2.21,,,,,,
6-Oct-92,14.81,4.14,13.74,4.64,2.23,,,,,,
7-Oct-92,14.39,4,13.74,4.65,2.2,,,,,,
8-Oct-92,14.45,4.15,13.7,4.62,2.26,,,,,,
9-Oct-92,13.97,3.85,13.34,4.53,2.23,,,,,,
12-Oct-92,14.75,3.98,13.54,4.57,2.27,,,,,,
13-Oct-92,14.99,4.09,13.82,4.61,2.28,,,,,,
14-Oct-92,14.75,4.12,14.11,4.73,2.26,,,,,,
15-Oct-92,14.63,4.07,14.23,4.77,2.29,,,,,,
16-Oct-92,14.09,4.09,13.78,4.74,2.31,,,,,,
19-Oct-92,13.97,4.07,14.35,4.77,2.38,,,,,,
20-Oct-92,14.27,4.2,13.66,4.79,2.38,,,,,,
21-Oct-92,14.87,4.27,13.62,4.85,2.44,,,,,,
22-Oct-92,15.78,4.33,13.54,4.78,2.43,,,,,,
23-Oct-92,16.07,4.38,13.34,4.67,2.4,,,,,,
26-Oct-92,16.37,4.48,13.94,4.75,2.44,,,,,,
27-Oct-92,15.54,4.44,13.99,4.78,2.38,,,,,,
28-Oct-92,15.05,4.25,14.11,4.79,2.4,,,,,,
29-Oct-92,15.05,4.15,14.07,4.84,2.44,,,,,,
30-Oct-92,14.75,4.07,14.23,4.86,2.4,,,,,,
2-Nov-92,15.29,4.28,14.47,4.96,2.43,,,,,,
3-Nov-92,15.47,4.32,14.27,4.93,2.39,,,,,,
4-Nov-92,15.17,4.36,13.94,4.78,2.4,,,,,,
5-Nov-92,15.09,4.34,13.7,4.77,2.49,,,,,,
6-Nov-92,14.78,4.3,13.66,4.76,2.51,,,,,,
9-Nov-92,14.91,4.34,13.66,4.69,2.49,,,,,,
10-Nov-92,14.78,4.3,13.91,4.8,2.51,,,,,,
11-Nov-92,14.54,4.28,14.55,4.95,2.54,,,,,,
12-Nov-92,14.73,4.34,14.84,4.97,2.53,,,,,,
13-Nov-92,15.03,4.34,14.75,4.89,2.53,,,,,,
16-Nov-92,15.03,4.41,14.75,4.94,2.51,,,,,,
17-Nov-92,14.78,4.41,14.88,4.99,2.44,,,,,,
18-Nov-92,14.91,4.33,15.08,5,2.49,,,,,,
19-Nov-92,14.66,4.39,15,5.08,2.55,,,,,,
20-Nov-92,14.97,4.48,14.96,5.11,2.57,,,,,,
23-Nov-92,14.97,4.51,14.72,5.09,2.4,,,,,,
24-Nov-92,15.03,4.4,14.63,5.11,2.48,,,,,,
25-Nov-92,15.39,4.57,14.72,5.08,2.47,,,,,,
27-Nov-92,15.27,4.65,14.84,5.15,2.48,,,,,,
30-Nov-92,15.57,4.68,14.63,5.05,2.52,,,,,,
1-Dec-92,15.63,4.75,14.84,5.04,2.52,,,,,,
2-Dec-92,15.81,4.71,14.88,4.96,2.46,,,,,,
3-Dec-92,15.81,4.68,14.96,4.98,2.48,,,,,,
4-Dec-92,16.42,4.78,14.92,4.95,2.48,,,,,,
7-Dec-92,16.6,4.73,15.16,5.04,2.53,,,,,,
8-Dec-92,16.78,4.8,15.24,5.09,2.5,,,,,,
9-Dec-92,16.66,4.78,15.53,5.15,2.49,,,,,,
10-Dec-92,16.12,4.75,15.37,5.05,2.41,,,,,,
11-Dec-92,16.17,4.75,15.49,5.06,2.34,,,,,,
14-Dec-92,15.93,4.71,15.45,5.15,2.36,,,,,,
15-Dec-92,15.69,4.61,15.24,5.11,2.34,,,,,,
16-Dec-92,15.88,4.53,15.16,5.06,2.36,,,,,,
17-Dec-92,15.69,4.43,15.16,5.12,2.44,,,,,,
18-Dec-92,16,4.5,15.29,5.15,2.44,,,,,,
21-Dec-92,16,4.57,15.49,5.08,2.45,,,,,,
22-Dec-92,15.69,4.65,15.24,4.98,2.38,,,,,,
23-Dec-92,15.93,4.64,14.67,4.78,2.36,,,,,,
24-Dec-92,15.93,4.72,14.59,4.81,2.36,,,,,,
28-Dec-92,16,4.71,14.55,4.78,2.37,,,,,,
29-Dec-92,15.69,4.72,14.39,4.75,2.34,,,,,,
30-Dec-92,15.69,4.85,14.35,4.73,2.33,,,,,,
31-Dec-92,15.57,4.78,14.14,4.69,2.31,,,,,,
4-Jan-93,15.88,4.9,14.31,4.68,2.3,,,,,,
5-Jan-93,16.05,4.97,14.06,4.52,2.34,,,,,,
6-Jan-93,16.42,4.98,13.69,4.41,2.41,,,,,,
7-Jan-93,16.12,4.98,13.53,4.34,2.36,,,,,,
8-Jan-93,16.12,5.01,13.86,4.39,2.36,,,,,,
11-Jan-93,16.54,5.03,14.1,4.43,2.41,,,,,,
12-Jan-93,16.54,5.01,13.94,4.39,2.43,,,,,,
13-Jan-93,16.42,4.94,14.14,4.28,2.47,,,,,,
14-Jan-93,16.42,4.98,13.69,4.24,2.47,,,,,,
15-Jan-93,16.72,5.12,13.61,4.22,2.43,,,,,,
18-Jan-93,17.14,5.19,13.49,4.09,2.42,,,,,,
19-Jan-93,17.69,5.28,13.29,3.94,2.39,,,,,,
20-Jan-93,17.5,5.19,13.45,4.1,2.39,,,,,,
21-Jan-93,18.11,5.26,13.69,4.2,2.42,,,,,,
22-Jan-93,18.35,5.35,13.82,4.38,2.42,,,,,,
25-Jan-93,18.17,5.39,13.45,4.32,2.4,,,,,,
26-Jan-93,18.47,5.38,12.88,4.21,2.38,,,,,,
27-Jan-93,18.35,5.34,13.12,4.24,2.34,,,,,,
28-Jan-93,18.23,5.24,13.21,4.27,2.36,,,,,,
29-Jan-93,18.23,5.18,13.17,4.27,2.34,,,,,,
1-Feb-93,18.41,5.31,12.68,4.27,2.37,,,,,,
2-Feb-93,18.05,5.29,12.27,4.08,2.41,,,,,,
3-Feb-93,18.89,5.36,12.76,4.15,2.39,,,,,,
4-Feb-93,18.23,5.63,12.39,4.16,2.3,,,,,,
5-Feb-93,18.39,5.57,12.51,4.09,2.41,,,,,,
8-Feb-93,18.87,5.62,12.55,4.05,2.32,,,,,,
9-Feb-93,18.63,5.49,12.76,4.03,2.27,,,,,,
10-Feb-93,19.05,5.59,13.12,4.07,2.32,,,,,,
11-Feb-93,19.66,5.69,13.29,4.19,2.31,,,,,,
12-Feb-93,19.72,5.53,13.17,4.18,2.26,,,,,,
16-Feb-93,18.75,5.34,12.35,3.91,2.17,,,,,,
17-Feb-93,19.24,5.25,12.23,3.85,2.17,,,,,,
18-Feb-93,18.69,5.21,12.35,3.85,2.21,,,,,,
19-Feb-93,18.87,5.24,12.03,3.55,2.16,,,,,,
22-Feb-93,18.81,5.25,11.94,3.51,2.08,,,,,,
23-Feb-93,17.9,5.04,12.27,3.72,2.15,,,,,,
24-Feb-93,18.32,5.15,12.51,3.76,2.27,,,,,,
25-Feb-93,18.32,5.18,12.51,3.72,2.28,,,,,,
26-Feb-93,18.08,5.15,12.55,3.8,2.26,,,,,,
1-Mar-93,17.96,5.21,12.88,3.86,2.21,,,,,,
2-Mar-93,18.39,5.38,12.76,3.95,2.29,,,,,,
3-Mar-93,18.69,5.38,12.68,3.94,2.29,,,,,,
4-Mar-93,18.51,5.38,12.39,3.94,2.27,,,,,,
5-Mar-93,18.93,5.53,12.31,3.83,2.24,,,,,,
8-Mar-93,19.29,5.6,12.55,3.93,2.26,,,,,,
9-Mar-93,19.48,5.59,12.51,3.89,2.28,,,,,,
10-Mar-93,19.48,5.62,13.13,4.12,2.3,,,,,,
11-Mar-93,18.81,5.5,12.88,4.06,2.34,,,,,,
12-Mar-93,18.63,5.42,12.84,4.04,2.41,,,,,,
15-Mar-93,18.87,5.49,12.68,4.04,2.37,,,,,,
16-Mar-93,18.63,5.45,12.39,3.9,2.38,,,,,,
17-Mar-93,18.81,5.48,12.02,3.8,2.31,,,,,,
18-Mar-93,19.29,5.8,11.94,3.86,2.31,,,,,,
19-Mar-93,19.29,5.81,11.86,3.82,2.28,,,,,,
22-Mar-93,19.29,5.9,11.73,3.76,2.26,,,,,,
23-Mar-93,19.29,5.95,12.14,3.88,2.25,,,,,,
24-Mar-93,18.87,5.86,11.4,3.75,2.34,,,,,,
25-Mar-93,18.69,5.88,11.65,3.88,2.37,,,,,,
26-Mar-93,18.51,5.88,11.16,3.8,2.35,,,,,,
29-Mar-93,18.69,5.95,11.32,3.9,2.36,,,,,,
30-Mar-93,18.51,5.93,11.77,4.09,2.46,,,,,,
31-Mar-93,18.27,5.84,11.61,4.05,2.5,,,,,,
1-Apr-93,18.14,5.84,11.28,3.98,2.52,,,,,,
2-Apr-93,18.08,5.76,11.16,3.83,2.43,,,,,,
5-Apr-93,18.32,5.84,11.2,3.84,2.48,,,,,,
6-Apr-93,18.63,6.07,11.12,3.75,2.43,,,,,,
7-Apr-93,19.05,6.14,11.12,3.81,2.44,,,,,,
8-Apr-93,19.17,6.14,10.87,3.82,2.41,,,,,,
12-Apr-93,18.99,6.22,11.24,3.99,2.44,,,,,,
13-Apr-93,19.24,6.12,11.12,3.94,2.41,,,,,,
14-Apr-93,19.72,6.15,11.07,3.95,2.41,,,,,,
15-Apr-93,19.42,6.14,10.87,3.95,2.36,,,,,,
16-Apr-93,19.66,6.19,11.16,3.94,2.36,,,,,,
19-Apr-93,19.24,6.09,11.77,4.03,2.36,,,,,,
20-Apr-93,18.99,5.98,12.31,4.24,2.35,,,,,,
21-Apr-93,18.87,5.91,12.06,4.29,2.3,,,,,,
22-Apr-93,18.75,5.84,11.53,4.16,2.25,,,,,,
23-Apr-93,19.66,5.94,11.81,4.21,2.2,,,,,,
26-Apr-93,19.24,5.79,11.86,4.16,2.18,,,,,,
27-Apr-93,19.6,5.96,12.18,4.41,2.23,,,,,,
28-Apr-93,20.57,6.17,12.27,4.44,2.33,,,,,,
29-Apr-93,19.9,6.2,12.14,4.38,2.32,,,,,,
30-Apr-93,19.84,6.2,12.14,4.44,2.32,,,,,,
3-May-93,20.57,6.31,12.55,4.54,2.33,,,,,,
4-May-93,20.33,6.35,12.59,4.51,2.38,,,,,,
5-May-93,19.96,6.32,12.55,4.59,2.42,,,,,,
6-May-93,19.54,6.31,12.31,4.51,2.36,,,,,,
7-May-93,19.51,6.27,12.18,4.51,2.36,,,,,,
10-May-93,19.82,6.27,12.39,4.47,2.41,,,,,,
11-May-93,20.06,6.23,12.35,4.52,2.38,,,,,,
12-May-93,20.12,6.3,12.06,4.55,2.34,,,,,,
13-May-93,19.64,6.17,11.9,4.5,2.32,,,,,,
14-May-93,19.15,6.1,12.27,4.57,2.32,,,,,,
17-May-93,19.45,6.21,12.68,4.69,2.34,,,,,,
18-May-93,19.15,6.03,12.59,4.61,2.4,,,,,,
19-May-93,19.39,5.9,12.76,4.68,2.5,,,,,,
20-May-93,19.45,5.86,12.84,4.7,2.55,,,,,,
21-May-93,19.27,5.7,12.51,4.66,2.5,,,,,,
24-May-93,19.45,5.84,12.59,4.7,2.49,,,,,,
25-May-93,19.39,5.83,12.51,4.73,2.47,,,,,,
26-May-93,19.58,5.96,12.8,4.8,2.58,,,,,,
27-May-93,19.45,5.93,12.39,4.74,2.55,,,,,,
28-May-93,19.58,5.89,12.55,4.7,2.51,,,,,,
1-Jun-93,19.7,6,12.51,4.77,2.61,,,,,,
2-Jun-93,19.7,6,12.3,4.72,2.59,,,,,,
3-Jun-93,20,6.27,12.18,4.68,2.56,,,,,,
4-Jun-93,20.24,6.24,12.1,4.57,2.55,,,,,,
7-Jun-93,20.24,6.28,12.1,4.56,2.53,,,,,,
8-Jun-93,19.76,6.18,12.06,4.55,2.5,,,,,,
9-Jun-93,20,6.17,12.14,4.54,2.46,,,,,,
10-Jun-93,20.06,6.18,12.43,4.63,2.47,,,,,,
11-Jun-93,19.88,6.08,12.76,4.64,2.42,,,,,,
14-Jun-93,19.76,5.87,12.88,4.74,2.5,,,,,,
15-Jun-93,19.64,5.76,12.55,4.79,2.5,,,,,,
16-Jun-93,20.12,5.65,12.72,4.86,2.47,,,,,,
